COMID,lat,lon,frac_1,frac_2,frac_5,frac_6,frac_8,frac_10,frac_14,frac_15,frac_16,frac_17,frac_18,frac_19
71027942,51.1794975526679,-115.353931141346,0.406818300485611,0.000252347555942833,0.000190492050023749,0.00139543472323567,0.126060411334038,0.11961941421032,0.00020724895875901,0.021522818133235,0.259080678224564,0.0315577164292336,0.022921334952116,0.0103738252073526
